22658,33501272,85
23984,33701298,85
24129,33701478,85
24695,33802471,85
26234,34000746,85
3531,31223175,84
4328,31303666,84
6046,31317370,84
6261,31318857,84
7110,31400827,84
7348,31404656,84
7679,31406556,84
7892,31411016,84
8407,31414368,84
8842,31500783,84
9920,31609200,84
12218,31804860,84
12339,31805002,84
13267,31811236,84
13315,31811288,84
13529,31813020,84
13893,31902938,84
15711,32105405,84
16658,32111124,84
16856,32200373,84
20220,32805339,84
20431,32807298,84
22458,33402487,84
22773,33501410,84
23145,33504718,84
25795,33900604,84
366,31203820,83
3075,31219668,83
3883,31300655,83
4179,31303496,83
4403,31303752,83
4431,31307733,83
4869,31312015,83
4996,31312150,83
5112,31312277,83
5328,31315019,83
5676,31315428,83
5798,31317079,83
5837,31317127,83
7584,31405691,83
7654,31406528,83
7726,31410816,83
8406,31414367,83
9031,31600793,83
9884,31609163,83
10014,31609324,83
10921,31701117,83
11330,31704159,83
12625,31807085,83
13555,31813048,83
13880,31901879,83
17740,32405209,83
17763,32405233,83
18484,32551406,83
19738,32802232,83
20861,33002261,83
21640,33300521,83
22580,33430733,83
22971,33502652,83
23159,33504734,83
23211,33504797,83
23412,33602364,83
24520,33801514,83
24715,33802493,83
24892,33805392,83
26252,34000766,83
397,31203864,82
1158,31207951,82
2559,31215587,82
3001,31219588,82
3391,31222978,82
3482,31223116,82
4151,31303468,82
4228,31303551,82
4262,31303588,82
4833,31311975,82
4850,31311993,82
4856,31312002,82
5457,31315167,82
5696,31315449,82
5840,31317131,82
6475,31320106,82
7722,31410811,82
7780,31410884,82
9070,31600855,82
9878,31609157,82
10028,31609346,82
10872,31701058,82
11403,31704242,82
12114,31804749,82
12877,31808148,82
13314,31811287,82
13369,31812101,82
13423,31812156,82
13737,31901291,82
14390,32002462,82
14430,32002516,82
15208,32050944,82
15749,32105447,82
15834,32105543,82
16370,32108927,82
16378,32108937,82
16655,32111121,82
18386,32504759,82
19662,32802138,82
19713,32802202,82
19721,32802214,82
19927,32803068,82
20445,32807316,82
20563,32901070,82
20813,33002206,82
20923,33002331,82
20972,33002390,82
21131,33101131,82
22016,33302942,82
22194,33401425,82
22416,33402440,82
22717,33501340,82
23716,33605218,82
24386,33801349,82
24811,33805285,82
24983,33805493,82
25682,33810900,82
10,31100779,81
203,31201957,81
281,31202058,81
357,31202156,81
668,31204269,81
1095,31207870,81
2219,31215196,81
2459,31215476,81
2690,31217482,81
3085,31219678,81
3485,31223119,81
4066,31303376,81
4342,31303685,81
4362,31303708,81
4375,31303722,81
4695,31311807,81
4770,31311901,81
4781,31311912,81
4928,31312078,81
4931,31312081,81
4976,31312130,81
5025,31312181,81
5095,31312260,81
5695,31315448,81
5699,31315452,81
6051,31317375,81
8086,31411316,81
8110,31411346,81
8727,31450953,81
8833,31500774,81
9176,31602232,81
9235,31602302,81
9666,31608923,81
9700,31608961,81
10698,31653355,81
10878,31701065,81
10948,31701152,81
11985,31802492,81
12379,31805047,81
13444,31812178,81
13793,31901364,81
13860,31901856,81
14186,32002184,81
14191,32002190,81
14426,32002512,81
14901,32005558,81
14961,32005637,81
15110,32050819,81
15339,32102717,81
17158,32301925,81
17927,32405915,81
18164,32503402,81
18461,32551374,81
18525,32551458,81
18742,32600860,81
19450,32750764,81
20011,32804171,81
20599,32901108,81
20936,33002344,81
21779,33301683,81
21933,33302852,81
22099,33400324,81
23200,33504785,81
23364,33601303,81
23430,33602383,81
24114,33701459,81
24909,33805412,81
24939,33805444,81
26419,34002009,81
85,31201811,80
430,31203918,80
2194,31215169,80
2402,31215415,80
2636,31217421,80
2819,31217639,80
2928,31219508,80
2945,31219527,80
3270,31222810,80
3357,31222929,80
3476,31223108,80
3521,31223162,80
3581,31223244,80
3947,31300725,80
4173,31303490,80
4194,31303511,80
4237,31303560,80
4273,31303599,80
4285,31303612,80
4597,31307938,80
5368,31315068,80
5436,31315144,80
5445,31315154,80
5937,31317242,80
6135,31317466,80
6312,31318915,80
7380,31404699,80
7440,31404774,80
7536,31405638,80
7551,31405654,80
8399,31413356,80
8410,31414371,80
8571,31414714,80
8884,31500827,80
9027,31600789,80
9030,31600792,80
9259,31602339,80
9674,31608933,80
11120,31703128,80
12157,31804794,80
12351,31805016,80
12535,31805989,80
12572,31807014,80
12832,31808101,80
13084,31809592,80
13187,31810376,80
13618,31901137,80
13875,31901873,80
13966,31903019,80
14195,32002195,80
14289,32002309,80
14683,32004079,80
14714,32004113,80
15154,32050879,80
15767,32105466,80
16997,32300894,80
17114,32301503,80
17439,32401328,80
18239,32503484,80
19020,32602393,80
19722,32802215,80
20066,32804244,80
20541,32901044,80
21631,33300512,80
22022,33302948,80
23619,33602903,80
23900,33650623,80
23916,33650642,80
24479,33801463,80
24736,33803924,80
25528,33809961,80
25717,33810938,80
25854,33901180,80
26207,34000716,80
128,31201863,79
700,31204317,79
1456,31208393,79
1622,31209604,79
2205,31215181,79
2355,31215360,79
2561,31215589,79
2598,31217379,79
2835,31217656,79
3921,31300693,79
3971,31300752,79
4092,31303404,79
4258,31303582,79
4404,31303753,79
4834,31311976,79
4852,31311997,79
4906,31312054,79
4912,31312060,79
4933,31312083,79
4954,31312105,79
4968,31312120,79
5624,31315369,79
6070,31317396,79
6072,31317398,79
6359,31318967,79
6408,31320030,79
6451,31320078,79
7173,31400898,79
7333,31404640,79
7491,31405585,79
7546,31405649,79
8130,31411372,79
8409,31414370,79
8875,31500817,79
9028,31600790,79
9257,31602337,79
9264,31602348,79
9579,31608826,79
9610,31608864,79
9644,31608901,79
10077,31609452,79
10157,31609548,79
11423,31704262,79
11994,31802504,79
12127,31804762,79
12195,31804834,79
12359,31805025,79
12385,31805053,79
13394,31812126,79
13800,31901372,79
14291,32002313,79
14294,32002317,79
14884,32005535,79
15188,32050919,79
16080,32106837,79
16377,32108936,79
16410,32109673,79
17106,32301494,79
17400,32401284,79
17436,32401325,79
17437,32401326,79
17803,32405275,79
18102,32503330,79
18467,32551381,79
18966,32602328,79
19007,32602375,79
19034,32603373,79
19142,32603508,79
19670,32802148,79
19805,32802313,79
19973,32804128,79
20500,32807383,79
20654,32901170,79
21550,33202473,79
21801,33301707,79
21806,33301713,79
22699,33501320,79
23866,33650584,79
24216,33701587,79
24271,33801213,79
24915,33805418,79
25330,33808424,79
25644,33810856,79
26349,34001922,79
337,31202132,78
467,31203966,78
572,31204111,78
739,31205468,78
902,31207592,78
1701,31209695,78
2091,31215046,78
2251,31215232,78
2664,31217453,78
2912,31219491,78
2950,31219532,78
3862,31251531,78
4369,31303716,78
4383,31303730,78
4644,31311746,78
4789,31311923,78
4853,31311998,78
5012,31312166,78
5188,31312365,78
5382,31315085,78
5391,31315095,78
6058,31317382,78
6320,31318926,78
6407,31320029,78
6454,31320083,78
6472,31320103,78
6558,31351769,78
6625,31351848,78
7485,31405578,78
7657,31406531,78
7685,31406566,78
7857,31410975,78
8063,31411278,78
8129,31411371,78
8708,31450931,78
8894,31500839,78
9580,31608827,78
9751,31609015,78
10197,31609594,78
10213,31609613,78
10518,31609987,78
10982,31701199,78
11465,31704308,78
12074,31804702,78
12106,31804741,78
13484,31812971,78
13510,31812999,78
13665,31901195,78
13877,31901876,78
14170,31905014,78
14244,32002254,78
16454,32109740,78
16654,32111120,78
16977,32300870,78
17443,32401335,78
17447,32401339,78
17492,32401386,78
17732,32405201,78
18639,32551592,78
19083,32603436,78
19163,32603533,78
19682,32802167,78
19743,32802238,78
19811,32802320,78
20005,32804164,78
20074,32804256,78
20159,32805259,78
20213,32805330,78
20963,33002379,78
21565,33202943,78
22281,33401525,78
22777,33501414,78
23095,33504660,78
23169,33504746,78
23219,33504805,78
23834,33605860,78
23860,33650578,78
23971,33701282,78
25378,33808489,78
25723,33810944,78
25897,33901228,78
26339,34001911,78
26360,34001940,78
26464,34050151,78
175,31201923,77
250,31202010,77
437,31203927,77
496,31204010,77
919,31207618,77
939,31207643,77
1028,31207786,77
2200,31215176,77
3111,31219705,77
3520,31223161,77
3580,31223242,77
3683,31223373,77
4270,31303596,77
4371,31303718,77
4942,31312092,77
5039,31312197,77
5048,31312207,77
5284,31312472,77
5691,31315444,77
6713,31351949,77
6843,31354278,77
6878,31354328,77
7362,31404677,77
7438,31404772,77
7777,31410881,77
7894,31411018,77
8099,31411332,77
8392,31413345,77
8408,31414369,77
8455,31414421,77
8569,31414712,77
8605,31414750,77
8691,31414848,77
8785,31451056,77
9033,31600798,77
9571,31608818,77
9661,31608918,77
10134,31609522,77
10767,31653440,77
11116,31703123,77
11140,31703150,77
11339,31704168,77
11654,31705538,77
12356,31805022,77
12836,31808105,77
12839,31808108,77
13270,31811239,77
13330,31812055,77
13475,31812962,77
13482,31812969,77
13501,31812989,77
13994,31903050,77
14004,31903065,77
14253,32002264,77
14256,32002268,77
14531,32003891,77
14696,32004094,77
14834,32005477,77
15002,32005684,77
15178,32050909,77
15737,32105435,77
15802,32105506,77
16473,32109766,77
16510,32110062,77
16665,32111131,77
16686,32111152,77
16796,32200311,77
16821,32200338,77
16858,32200375,77
16974,32300867,77
17083,32301470,77
17214,32301997,77
17489,32401383,77
17594,32403758,77
17722,32405190,77
17780,32405250,77
18625,32551574,77
18939,32602299,77
19220,32603601,77
19232,32603615,77
19689,32802174,77
19727,32802220,77
19735,32802229,77
19747,32802242,77
19963,32804117,77
20184,32805290,77
20198,32805310,77
20589,32901096,77
20777,33002165,77
20804,33002197,77
20863,33002263,77
21057,33101029,77
21777,33301681,77
22034,33302960,77
22177,33401406,77
22223,33401458,77
22302,33401550,77
23163,33504740,77
23208,33504793,77
23402,33602353,77
23849,33650563,77
24943,33805448,77
26322,34001893,77
26420,34002010,77
9,31100778,76
835,31205601,76
1604,31208584,76
2152,31215123,76
2229,31215206,76
2245,31215225,76
3076,31219669,76
3120,31219718,76
3181,31219787,76
3313,31222864,76
3900,31300672,76
4073,31303385,76
4150,31303467,76
4336,31303676,76
4394,31303743,76
4434,31307737,76
4914,31312063,76
4923,31312073,76
4964,31312116,76
4978,31312132,76
4990,31312144,76
5003,31312157,76
5018,31312173,76
5047,31312206,76
5517,31315234,76
5690,31315443,76
5803,31317085,76
5958,31317264,76
6311,31318914,76
6394,31320010,76
6412,31320037,76
6970,31354440,76
7206,31404489,76
7704,31406589,76
7978,31411147,76
8153,31411403,76
8206,31413091,76
8207,31413093,76
8415,31414376,76
8500,31414474,76
8548,31414535,76
8579,31414723,76
8969,31551220,76
9074,31600860,76
9080,31600870,76
9254,31602331,76
9396,31603829,76
9617,31608871,76
9862,31609140,76
10688,31653344,76
11144,31703154,76
11384,31704219,76
11566,31705439,76
11605,31705484,76
12063,31804688,76
12090,31804722,76
12287,31804938,76
12298,31804954,76
12416,31805087,76
12889,31808165,76
13300,31811271,76
13695,31901236,76
14211,32002214,76
14267,32002284,76
14421,32002507,76
14449,32002537,76
14700,32004098,76
15101,32050803,76
15143,32050866,76
15501,32102897,76
15688,32105381,76
16022,32106768,76
16034,32106781,76
16303,32108855,76
16443,32109718,76
16511,32110063,76
16831,32200348,76
17005,32301384,76
17440,32401329,76
17725,32405193,76
17756,32405225,76
18457,32551370,76
18950,32602311,76
19464,32750785,76
19513,32750838,76
19729,32802223,76
19739,32802233,76
19946,32804096,76
20451,32807324,76
20860,33002260,76
21947,33302867,76
22108,33400333,76
22212,33401445,76
22583,33430737,76
22595,33430751,76
22862,33502526,76
23198,33504781,76
24018,33701341,76
24493,33801481,76
24522,33801516,76
24877,33805373,76
24965,33805473,76
25350,33808448,76
25416,33809834,76
25439,33809858,76
25443,33809862,76
25903,33901234,76
26307,34001875,76
26320,34001890,76
26400,34001985,76
26409,34001997,76
339,31202134,75
446,31203938,75
477,31203979,75
732,31205460,75
1107,31207883,75
1974,31212072,75
2213,31215189,75
2231,31215208,75
2287,31215270,75
2881,31217704,75
3030,31219618,75
3042,31219631,75
3264,31222801,75
3291,31222839,75
3646,31223334,75
3783,31251384,75
3958,31300737,75
4029,31303332,75
4222,31303544,75
4359,31303705,75
4500,31307821,75
4846,31311988,75
4849,31311992,75
4905,31312053,75
5087,31312251,75
5098,31312263,75
5196,31312375,75
5347,31315045,75
5373,31315073,75
5855,31317148,75
6162,31318746,75
6420,31320045,75
7006,31354480,75
7030,31354506,75
7104,31400821,75
7262,31404558,75
7534,31405636,75
7549,31405652,75
7573,31405678,75
7799,31410909,75
7981,31411154,75
8136,31411380,75
8402,31414361,75
8429,31414394,75
8578,31414721,75
8759,31450995,75
8815,31500752,75
9110,31602156,75
9240,31602307,75
9248,31602319,75
9326,31603722,75
9448,31603887,75
9801,31609070,75
9918,31609197,75
10492,31609959,75
10646,31610126,75
10731,31653398,75
10939,31701143,75
11004,31701232,75
11386,31704221,75
11734,31800777,75
12076,31804704,75
12821,31808088,75
12912,31808192,75
13011,31809073,75
13121,31810282,75
13429,31812162,75
13613,31901131,75
14114,31904945,75
14232,32002241,75
14892,32005544,75
15056,32005760,75
15141,32050864,75
15555,32102957,75
15678,32105371,75
15763,32105462,75
16026,32106772,75
16791,32200306,75
16979,32300872,75
17144,32301904,75
17678,32403886,75
17779,32405249,75
17855,32405329,75
17954,32405946,75
18111,32503341,75
18517,32551446,75
19177,32603550,75
19481,32750805,75
19547,32750874,75
19649,32802124,75
19685,32802170,75
19720,32802213,75
19754,32802250,75
20256,32805688,75
20379,32806596,75
20436,32807303,75
20495,32807376,75
20667,32901185,75
21292,33201251,75
21512,33202432,75
22011,33302936,75
22026,33302952,75
23351,33601282,75
23466,33602420,75
23836,33605863,75
23868,33650587,75
23903,33650627,75
24503,33801494,75
25146,33807329,75
25228,33807423,75
25896,33901227,75
25917,33901249,75
26324,34001895,75
26344,34001917,75
95,31201823,74
294,31202073,74
315,31202103,74
320,31202108,74
408,31203881,74
601,31204160,74
1457,31208394,74
1609,31209590,74
1720,31209717,74
2166,31215139,74
2371,31215379,74
2922,31219501,74
2981,31219564,74
3115,31219713,74
3178,31219783,74
3480,31223114,74
3652,31223340,74
3676,31223366,74
3785,31251387,74
3824,31251462,74
4045,31303349,74
4078,31303390,74
4083,31303395,74
4132,31303449,74
4153,31303470,74
4178,31303495,74
4182,31303499,74
4199,31303516,74
4200,31303517,74
4235,31303558,74
4387,31303734,74
4391,31303738,74
4864,31312010,74
4871,31312017,74
4902,31312050,74
4921,31312071,74
5036,31312193,74
5228,31312412,74
5342,31315040,74
5435,31315143,74
5530,31315249,74
5558,31315282,74
5622,31315365,74
5674,31315426,74
5858,31317151,74
6352,31318960,74
6510,31320145,74
6781,31352031,74
7012,31354486,74
7094,31400811,74
7134,31400854,74
7149,31400872,74
7186,31404466,74
7248,31404540,74
7351,31404660,74
7501,31405597,74
7545,31405648,74
7630,31406495,74
7675,31406550,74
7693,31406577,74
7739,31410831,74
7875,31410995,74
8193,31413076,74
8238,31413133,74
8355,31413292,74
8581,31414725,74
8859,31500801,74
8899,31500844,74
8959,31551204,74
9097,31600892,74
9894,31609173,74
9928,31609208,74
10463,31609927,74
10519,31609988,74
10527,31609997,74
10532,31610002,74
10682,31610164,74
11047,31703040,74
11138,31703148,74
11309,31703353,74
11338,31704167,74
11413,31704252,74
11599,31705478,74
12012,31802529,74
12188,31804827,74
12797,31808061,74
13174,31810356,74
13290,31811261,74
13297,31811268,74
13345,31812073,74
13868,31901864,74
13908,31902955,74
14024,31903091,74
14031,31903098,74
14206,32002209,74
14229,32002238,74
14594,32003974,74
15010,32005692,74
15131,32050852,74
15193,32050926,74
15683,32105376,74
16335,32108890,74
16339,32108894,74
16359,32108915,74
16657,32111123,74
16811,32200328,74
16995,32300892,74
17057,32301441,74
17389,32401273,74
17391,32401275,74
17616,32403785,74
17620,32403789,74
17759,32405229,74
17953,32405945,74
18161,32503399,74
18323,32504682,74
18917,32602276,74
19786,32802289,74
19943,32803090,74
19979,32804134,74
20204,32805321,74
20409,32806637,74
20411,32806640,74
20448,32807319,74
20536,32901038,74
20554,32901060,74
20632,32901146,74
20758,33000588,74
20982,33002400,74
21127,33101127,74
21166,33101169,74
21172,33101176,74
21523,33202443,74
21936,33302856,74
21944,33302864,74
21981,33302904,74
22076,33303007,74
22125,33400350,74
22948,33502626,74
23087,33503100,74
23194,33504775,74
23641,33605131,74
23802,33605826,74
24153,33701504,74
24499,33801488,74
24954,33805460,74
24958,33805464,74
24964,33805472,74
25408,33809826,74
25665,33810883,74
25849,33901172,74
26235,34000747,74
26407,34001994,74
26428,34002019,74
11,31100782,73
219,31201977,73
283,31202060,73
398,31203865,73
442,31203934,73
472,31203973,73
1422,31208344,73
1939,31211267,73
2180,31215154,73
2208,31215184,73
2374,31215383,73
2401,31215414,73
2430,31215446,73
2447,31215463,73
2563,31215591,73
2683,31217475,73
2824,31217644,73
2857,31217678,73
3054,31219643,73
3688,31223378,73
3898,31300670,73
4018,31303313,73
4159,31303476,73
4170,31303487,73
4269,31303595,73
4988,31312142,73
5107,31312272,73
5115,31312280,73
5361,31315061,73
5367,31315067,73
5393,31315097,73
5418,31315124,73
5443,31315152,73
5467,31315178,73
5628,31315373,73
5637,31315383,73
6009,31317325,73
6092,31317420,73
6456,31320085,73
6506,31320141,73
6546,31351756,73
6644,31351870,73
6748,31351990,73
6839,31352099,73
6844,31354281,73
6854,31354296,73
6984,31354454,73
7034,31354510,73
7111,31400828,73
7269,31404565,73
7434,31404767,73
7489,31405583,73
7641,31406508,73
8034,31411234,73
8056,31411270,73
8404,31414364,73
8417,31414378,73
8461,31414427,73
8876,31500818,73
8920,31500865,73
9076,31600865,73
9144,31602199,73
9177,31602233,73
9294,31602382,73
9686,31608947,73
9756,31609021,73
9889,31609168,73
10067,31609439,73
10496,31609963,73
10547,31610018,73
10548,31610019,73
10652,31610132,73
10666,31610147,73
10909,31701102,73
10937,31701141,73
11092,31703095,73
11112,31703118,73
11420,31704259,73
11532,31704386,73
11710,31705598,73
11805,31800873,73
12009,31802526,73
12995,31809055,73
12998,31809059,73
13273,31811242,73
13335,31812062,73
13440,31812174,73
13748,31901306,73
14212,32002215,73
14282,32002302,73
14320,32002360,73
14470,32002566,73
14556,32003920,73
15062,32005767,73
15376,32102758,73
15544,32102943,73
15617,32105302,73
15644,32105332,73
15736,32105434,73
15885,32105602,73
16047,32106798,73
16108,32108617,73
16367,32108924,73
16401,32108961,73
16417,32109681,73
16568,32111006,73
16668,32111134,73
16678,32111144,73
16793,32200308,73
16883,32300755,73
17069,32301454,73
17249,32350332,73
17719,32405187,73
18079,32500383,73
18129,32503361,73
18234,32503478,73
18405,32504780,73
18555,32551491,73
18559,32551495,73
18622,32551571,73
18641,32551594,73
18856,32601746,73
19077,32603428,73
19100,32603456,73
19506,32750831,73
19626,32802100,73
19645,32802120,73
19653,32802128,73
19688,32802173,73
19714,32802203,73
19855,32802974,73
20172,32805276,73
20449,32807320,73
20644,32901159,73
20653,32901169,73
20661,32901177,73
20674,32901192,73
20784,33002175,73
20855,33002254,73
20873,33002273,73
20895,33002300,73
21093,33101089,73
21130,33101130,73
21714,33301612,73
21745,33301646,73
21773,33301677,73
21928,33302847,73
22055,33302986,73
22274,33401517,73
23199,33504783,73
23580,33602856,73
23609,33602888,73
23719,33605221,73
23805,33605829,73
23807,33605831,73
24528,33801522,73
24790,33805257,73
24893,33805393,73
25053,33806454,73
25275,33808356,73
25311,33808402,73
25314,33808405,73
25387,33808500,73
25424,33809842,73
25734,33810955,73
25748,33900552,73
26108,33902759,73
26119,34000308,73
30,31100815,72
166,31201912,72
274,31202048,72
507,31204021,72
594,31204152,72
699,31204316,72
761,31205499,72
897,31207586,72
954,31207668,72
989,31207738,72
1108,31207884,72
1146,31207936,72
1168,31207962,72
2155,31215127,72
2198,31215174,72
2240,31215220,72
2261,31215242,72
2406,31215419,72
2456,31215472,72
2495,31215515,72
2653,31217442,72
2688,31217480,72
2733,31217537,72
2750,31217557,72
2840,31217661,72
2952,31219535,72
2976,31219559,72
3006,31219594,72
3019,31219607,72
3097,31219690,72
3214,31222728,72
3243,31222772,72
3307,31222858,72
3340,31222904,72
3355,31222924,72
3536,31223180,72
3570,31223231,72
3705,31223398,72
3840,31251491,72
3986,31300769,72
4043,31303347,72
4129,31303446,72
4190,31303507,72
4211,31303531,72
4255,31303579,72
4267,31303593,72
4314,31303648,72
4581,31307918,72
4706,31311819,72
4878,31312024,72
4952,31312103,72
4994,31312148,72
5020,31312176,72
5104,31312269,72
5158,31312330,72
5166,31312339,72
5273,31312460,72
5417,31315123,72
5636,31315382,72
6000,31317314,72
6015,31317331,72
6235,31318827,72
6242,31318836,72
6341,31318949,72
6512,31320147,72
6977,31354447,72
7113,31400830,72
7128,31400846,72
7140,31400862,72
7142,31400865,72
7544,31405647,72
7634,31406499,72
7740,31410832,72
7785,31410891,72
7911,31411039,72
8389,31413341,72
8549,31414536,72
8799,31451105,72
8892,31500837,72
9026,31600788,72
9133,31602186,72
9265,31602349,72
9284,31602370,72
9450,31603889,72
9687,31608948,72
9719,31608982,72
9748,31609012,72
9766,31609033,72
9897,31609176,72
9939,31609219,72
10161,31609553,72
10377,31609812,72
11171,31703183,72
11448,31704289,72
11462,31704305,72
11527,31704379,72
11623,31705504,72
11636,31705517,72
11891,31801722,72
11968,31802468,72
12080,31804710,72
12170,31804809,72
12291,31804942,72
12402,31805071,72
12800,31808064,72
12997,31809057,72
13153,31810327,72
13254,31811222,72
13291,31811262,72
13295,31811266,72
13331,31812056,72
13361,31812093,72
13389,31812121,72
13404,31812136,72
13405,31812137,72
13493,31812981,72
14428,32002514,72
14613,32003994,72
15168,32050897,72
15225,32050970,72
15302,32102676,72
15426,32102811,72
15620,32105305,72
15621,32105307,72
15841,32105551,72
16338,32108893,72
16355,32108911,72
16559,32110121,72
16577,32111015,72
16680,32111146,72
16846,32200363,72
17084,32301471,72
17352,32350446,72
17458,32401351,72
17504,32401400,72
17762,32405232,72
17776,32405246,72
17849,32405323,72
17915,32405397,72
18006,32405999,72
18362,32504731,72
18630,32551579,72
19155,32603523,72
19647,32802122,72
19655,32802131,72
19881,32803004,72
20034,32804199,72
20042,32804213,72
20302,32806500,72
20333,32806536,72
20429,32807295,72
20452,32807325,72
20512,32807398,72
20677,32901195,72
20801,33002194,72
20962,33002378,72
20968,33002385,72
21223,33201158,72
21233,33201168,72
21279,33201232,72
21574,33202953,72
21733,33301631,72
21781,33301685,72
21808,33301715,72
22255,33401495,72
22259,33401499,72
22403,33402424,72
22423,33402449,72
22602,33430758,72
22892,33502564,72
22914,33502588,72
23185,33504765,72
23618,33602901,72
23630,33602915,72
23646,33605136,72
23785,33605806,72
23847,33650561,72
23897,33650619,72
23956,33701266,72
23977,33701291,72
24073,33701410,72
24113,33701458,72
24119,33701465,72
24295,33801238,72
24526,33801520,72
24673,33802444,72
24911,33805414,72
25380,33808491,72
25446,33809865,72
25451,33809870,72
25853,33901179,72
26081,33902728,72
26191,34000395,72
26237,34000749,72
26413,34002002,72
122,31201856,71
306,31202091,71
489,31203999,71
492,31204005,71
2191,31215166,71
2353,31215357,71
2662,31217451,71
2699,31217493,71
2768,31217576,71
2931,31219511,71
3032,31219620,71
3106,31219700,71
3131,31219730,71
3342,31222906,71
3474,31223106,71
3523,31223164,71
3722,31251301,71
3762,31251351,71
3893,31300665,71
3968,31300748,71
4020,31303319,71
4027,31303330,71
4187,31303504,71
4213,31303534,71
4231,31303554,71
4234,31303557,71
4305,31303638,71
4588,31307926,71
4803,31311944,71
4804,31311945,71
4859,31312005,71
5057,31312219,71
5102,31312267,71
5118,31312284,71
5280,31312468,71
5363,31315063,71
5468,31315179,71
5630,31315375,71
5647,31315394,71
5689,31315442,71
5844,31317137,71
6422,31320047,71
6497,31320130,71
6500,31320133,71
6507,31320142,71
6529,31320167,71
6659,31351890,71
6857,31354301,71
7002,31354476,71
7130,31400848,71
7174,31400899,71
7299,31404602,71
7401,31404726,71
7633,31406498,71
7772,31410871,71
7822,31410936,71
7988,31411162,71
8039,31411243,71
8097,31411330,71
8166,31413045,71
8843,31500785,71
8851,31500793,71
8853,31500795,71
8880,31500823,71
8913,31500858,71
8964,31551215,71
9148,31602203,71
9169,31602225,71
9310,31603705,71
9616,31608870,71
9618,31608872,71
9632,31608886,71
9669,31608927,71
9701,31608962,71
9702,31608963,71
9709,31608972,71
9724,31608987,71
9768,31609035,71
9973,31609257,71
10059,31609430,71
10149,31609539,71
10277,31609693,71
10360,31609791,71
10447,31609909,71
10487,31609954,71
10880,31701068,71
10890,31701080,71
11299,31703341,71
11317,31703361,71
11452,31704294,71
11707,31705595,71
11724,31800763,71
11892,31801723,71
11966,31802465,71
12119,31804754,71
12321,31804980,71
12352,31805017,71
12424,31805095,71
12645,31807114,71
12671,31807143,71
13006,31809067,71
13207,31811154,71
13278,31811248,71
13281,31811251,71
13282,31811252,71
13323,31811296,71
13326,31811300,71
13416,31812148,71
13450,31812184,71
13474,31812961,71
13497,31812985,71
13531,31813022,71
13950,31903003,71
13953,31903006,71
14234,32002243,71
14238,32002248,71
14273,32002292,71
14649,32004042,71
14825,32005466,71
15197,32050930,71
15653,32105341,71
15990,32106725,71
16012,32106758,71
16030,32106776,71
16051,32106802,71
16667,32111133,71
16961,32300851,71
17066,32301451,71
17130,32301524,71
17140,32301537,71
17204,32301987,71
17308,32350391,71
17482,32401376,71
17626,32403801,71
17724,32405192,71
17792,32405264,71
17931,32405920,71
17988,32405981,71
18005,32405998,71
18036,32500330,71
18391,32504765,71
18636,32551588,71
18845,32601734,71
19075,32603425,71
19097,32603453,71
19162,32603532,71
19245,32603629,71
19522,32750847,71
19602,32800694,71
19613,32800707,71
19675,32802158,71
19726,32802219,71
19751,32802247,71
19974,32804129,71
20019,32804181,71
20336,32806539,71
